Immobilienart	Region	Zeitabschnitt	Anzahl Mittel aus 10Jahresscheiben	Index final(Basis: 2010_1 = 100)
gebrauchte Eigentumswohnungen	4102	2003_3	14,0	
gebrauchte Eigentumswohnungen	4102	2003_4	47,0	
gebrauchte Eigentumswohnungen	4102	2004_1	25,0	
gebrauchte Eigentumswohnungen	4102	2004_2	13,0	
gebrauchte Eigentumswohnungen	4102	2004_3	21,0	
gebrauchte Eigentumswohnungen	4102	2004_4	27,0	
gebrauchte Eigentumswohnungen	4102	2005_1	11,0	
gebrauchte Eigentumswohnungen	4102	2005_2	18,0	
gebrauchte Eigentumswohnungen	4102	2005_3	29,5	
gebrauchte Eigentumswohnungen	4102	2005_4	37,0	
gebrauchte Eigentumswohnungen	4102	2006_1	25,0	
gebrauchte Eigentumswohnungen	4102	2006_2	14,0	
gebrauchte Eigentumswohnungen	4102	2006_3	13,0	
gebrauchte Eigentumswohnungen	4102	2006_4	13,0	
gebrauchte Eigentumswohnungen	4102	2007_1	16,5	
gebrauchte Eigentumswohnungen	4102	2007_2	15,0	
gebrauchte Eigentumswohnungen	4102	2007_3	16,0	
gebrauchte Eigentumswohnungen	4102	2007_4	49,0	
gebrauchte Eigentumswohnungen	4102	2008_1	64,0	88,03
gebrauchte Eigentumswohnungen	4102	2008_2	57,0	93,40
gebrauchte Eigentumswohnungen	4102	2008_3	31,5	95,81
gebrauchte Eigentumswohnungen	4102	2008_4	71,0	97,04
gebrauchte Eigentumswohnungen	4102	2009_1	69,0	95,53
gebrauchte Eigentumswohnungen	4102	2009_2	52,0	96,16
gebrauchte Eigentumswohnungen	4102	2009_3	64,0	98,05
gebrauchte Eigentumswohnungen	4102	2009_4	50,0	98,70
gebrauchte Eigentumswohnungen	4102	2010_1	61,3	100,00
gebrauchte Eigentumswohnungen	4102	2010_2	85,0	98,38
gebrauchte Eigentumswohnungen	4102	2010_3	69,7	96,64
gebrauchte Eigentumswohnungen	4102	2010_4	102,7	98,47
gebrauchte Eigentumswohnungen	4102	2011_1	50,0	104,69
gebrauchte Eigentumswohnungen	4102	2011_2	71,0	107,58
gebrauchte Eigentumswohnungen	4102	2011_3	63,0	104,89
gebrauchte Eigentumswohnungen	4102	2011_4	80,0	106,32
gebrauchte Eigentumswohnungen	4102	2012_1	60,0	109,91
gebrauchte Eigentumswohnungen	4102	2012_2	68,0	113,46
gebrauchte Eigentumswohnungen	4102	2012_3	92,0	115,34
gebrauchte Eigentumswohnungen	4102	2012_4	84,5	114,85
gebrauchte Eigentumswohnungen	4102	2013_1	81,5	114,13
gebrauchte Eigentumswohnungen	4102	2013_2	90,5	116,60
gebrauchte Eigentumswohnungen	4102	2013_3	84,5	120,96
gebrauchte Eigentumswohnungen	4102	2013_4	71,0	125,38
gebrauchte Eigentumswohnungen	4102	2014_1	59,0	122,93
gebrauchte Eigentumswohnungen	4102	2014_2	68,0	120,80
gebrauchte Eigentumswohnungen	4102	2014_3	64,0	125,33
gebrauchte Eigentumswohnungen	4102	2014_4	75,5	122,27
gebrauchte Eigentumswohnungen	4102	2015_1	63,0	120,44
gebrauchte Eigentumswohnungen	4102	2015_2	80,0	127,27
gebrauchte Eigentumswohnungen	4102	2015_3	60,5	131,95
gebrauchte Eigentumswohnungen	4102	2015_4	91,5	133,48
gebrauchte Eigentumswohnungen	4102	2016_1	82,0	137,83
gebrauchte Eigentumswohnungen	4102	2016_2	84,0	142,43
gebrauchte Eigentumswohnungen	4102	2016_3	87,0	142,23
gebrauchte Eigentumswohnungen	4102	2016_4	60,0	147,28
gebrauchte Eigentumswohnungen	4102	2017_1	83,0	150,72
gebrauchte Eigentumswohnungen	4102	2017_2	73,0	150,09
gebrauchte Eigentumswohnungen	4102	2017_3	88,0	149,23
gebrauchte Eigentumswohnungen	4102	2017_4	68,0	148,75
gebrauchte Eigentumswohnungen	4102	2018_1	57,0	145,62
gebrauchte Eigentumswohnungen	4102	2018_2	73,0	149,16
gebrauchte Eigentumswohnungen	4102	2018_3	70,0	
gebrauchte Eigentumswohnungen	4102	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2000_1	50,0	
gebrauchte Eigentumswohnungen	4103	2000_2	44,0	106,48
gebrauchte Eigentumswohnungen	4103	2000_3	45,0	105,28
gebrauchte Eigentumswohnungen	4103	2000_4	39,0	105,94
gebrauchte Eigentumswohnungen	4103	2001_1	32,0	108,80
gebrauchte Eigentumswohnungen	4103	2001_2	42,0	105,90
gebrauchte Eigentumswohnungen	4103	2001_3	57,0	104,29
gebrauchte Eigentumswohnungen	4103	2001_4	56,0	111,92
gebrauchte Eigentumswohnungen	4103	2002_1	46,0	120,35
gebrauchte Eigentumswohnungen	4103	2002_2	52,0	116,46
gebrauchte Eigentumswohnungen	4103	2002_3	45,0	110,95
gebrauchte Eigentumswohnungen	4103	2002_4	72,0	109,92
gebrauchte Eigentumswohnungen	4103	2003_1	32,0	105,09
gebrauchte Eigentumswohnungen	4103	2003_2	42,0	98,85
gebrauchte Eigentumswohnungen	4103	2003_3	50,0	97,73
gebrauchte Eigentumswohnungen	4103	2003_4	67,0	95,32
gebrauchte Eigentumswohnungen	4103	2004_1	56,0	93,83
gebrauchte Eigentumswohnungen	4103	2004_2	39,0	96,54
gebrauchte Eigentumswohnungen	4103	2004_3	57,0	99,99
gebrauchte Eigentumswohnungen	4103	2004_4	68,0	101,37
gebrauchte Eigentumswohnungen	4103	2005_1	40,0	101,53
gebrauchte Eigentumswohnungen	4103	2005_2	72,5	102,61
gebrauchte Eigentumswohnungen	4103	2005_3	61,0	102,35
gebrauchte Eigentumswohnungen	4103	2005_4	104,0	97,50
gebrauchte Eigentumswohnungen	4103	2006_1	46,5	90,92
gebrauchte Eigentumswohnungen	4103	2006_2	52,0	90,33
gebrauchte Eigentumswohnungen	4103	2006_3	51,0	93,66
gebrauchte Eigentumswohnungen	4103	2006_4	63,0	92,34
gebrauchte Eigentumswohnungen	4103	2007_1	24,0	89,46
gebrauchte Eigentumswohnungen	4103	2007_2	51,0	91,20
gebrauchte Eigentumswohnungen	4103	2007_3	33,0	93,54
gebrauchte Eigentumswohnungen	4103	2007_4	46,0	91,51
gebrauchte Eigentumswohnungen	4103	2008_1	53,0	90,39
gebrauchte Eigentumswohnungen	4103	2008_2	55,0	91,01
gebrauchte Eigentumswohnungen	4103	2008_3	53,5	90,39
gebrauchte Eigentumswohnungen	4103	2008_4	71,0	89,91
gebrauchte Eigentumswohnungen	4103	2009_1	56,0	93,74
gebrauchte Eigentumswohnungen	4103	2009_2	78,5	96,54
gebrauchte Eigentumswohnungen	4103	2009_3	72,5	94,21
gebrauchte Eigentumswohnungen	4103	2009_4	67,0	92,95
gebrauchte Eigentumswohnungen	4103	2010_1	62,0	100,00
gebrauchte Eigentumswohnungen	4103	2010_2	90,0	105,63
gebrauchte Eigentumswohnungen	4103	2010_3	71,0	102,76
gebrauchte Eigentumswohnungen	4103	2010_4	84,3	100,53
gebrauchte Eigentumswohnungen	4103	2011_1	67,0	101,85
gebrauchte Eigentumswohnungen	4103	2011_2	63,5	101,54
gebrauchte Eigentumswohnungen	4103	2011_3	84,5	101,06
gebrauchte Eigentumswohnungen	4103	2011_4	87,0	101,48
gebrauchte Eigentumswohnungen	4103	2012_1	81,0	103,55
gebrauchte Eigentumswohnungen	4103	2012_2	85,0	108,14
gebrauchte Eigentumswohnungen	4103	2012_3	72,5	111,51
gebrauchte Eigentumswohnungen	4103	2012_4	75,5	111,37
gebrauchte Eigentumswohnungen	4103	2013_1	65,5	111,66
gebrauchte Eigentumswohnungen	4103	2013_2	76,0	112,63
gebrauchte Eigentumswohnungen	4103	2013_3	62,0	114,42
gebrauchte Eigentumswohnungen	4103	2013_4	88,0	115,11
gebrauchte Eigentumswohnungen	4103	2014_1	56,0	116,40
gebrauchte Eigentumswohnungen	4103	2014_2	61,5	120,47
gebrauchte Eigentumswohnungen	4103	2014_3	72,0	122,41
gebrauchte Eigentumswohnungen	4103	2014_4	61,0	126,41
gebrauchte Eigentumswohnungen	4103	2015_1	71,5	132,42
gebrauchte Eigentumswohnungen	4103	2015_2	61,5	132,69
gebrauchte Eigentumswohnungen	4103	2015_3	61,5	128,36
gebrauchte Eigentumswohnungen	4103	2015_4	84,5	129,54
gebrauchte Eigentumswohnungen	4103	2016_1	74,0	135,28
gebrauchte Eigentumswohnungen	4103	2016_2	72,0	141,89
gebrauchte Eigentumswohnungen	4103	2016_3	61,0	147,14
gebrauchte Eigentumswohnungen	4103	2016_4	68,0	147,31
gebrauchte Eigentumswohnungen	4103	2017_1	60,0	145,28
gebrauchte Eigentumswohnungen	4103	2017_2	70,0	145,49
gebrauchte Eigentumswohnungen	4103	2017_3	78,0	150,64
gebrauchte Eigentumswohnungen	4103	2017_4	79,0	153,82
gebrauchte Eigentumswohnungen	4103	2018_1	67,0	155,61
gebrauchte Eigentumswohnungen	4103	2018_2	57,0	158,96
gebrauchte Eigentumswohnungen	4103	2018_3	59,0	
gebrauchte Eigentumswohnungen	4103	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4103	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2000_1	42,0	
gebrauchte Eigentumswohnungen	4104	2000_2	54,0	115,29
gebrauchte Eigentumswohnungen	4104	2000_3	47,0	114,92
gebrauchte Eigentumswohnungen	4104	2000_4	44,0	113,68
gebrauchte Eigentumswohnungen	4104	2001_1	53,0	109,70
gebrauchte Eigentumswohnungen	4104	2001_2	59,0	107,86
gebrauchte Eigentumswohnungen	4104	2001_3	38,0	108,90
gebrauchte Eigentumswohnungen	4104	2001_4	57,0	110,78
gebrauchte Eigentumswohnungen	4104	2002_1	42,0	110,95
gebrauchte Eigentumswohnungen	4104	2002_2	46,0	110,14
gebrauchte Eigentumswohnungen	4104	2002_3	29,0	110,50
gebrauchte Eigentumswohnungen	4104	2002_4	62,0	109,57
gebrauchte Eigentumswohnungen	4104	2003_1	37,0	108,79
gebrauchte Eigentumswohnungen	4104	2003_2	39,0	108,93
gebrauchte Eigentumswohnungen	4104	2003_3	47,0	108,52
gebrauchte Eigentumswohnungen	4104	2003_4	62,0	108,00
gebrauchte Eigentumswohnungen	4104	2004_1	20,0	105,39
gebrauchte Eigentumswohnungen	4104	2004_2	46,0	104,56
gebrauchte Eigentumswohnungen	4104	2004_3	31,0	106,37
gebrauchte Eigentumswohnungen	4104	2004_4	38,0	105,43
gebrauchte Eigentumswohnungen	4104	2005_1	25,5	100,61
gebrauchte Eigentumswohnungen	4104	2005_2	46,0	97,62
gebrauchte Eigentumswohnungen	4104	2005_3	40,5	98,41
gebrauchte Eigentumswohnungen	4104	2005_4	82,5	98,55
gebrauchte Eigentumswohnungen	4104	2006_1	26,5	96,70
gebrauchte Eigentumswohnungen	4104	2006_2	26,5	94,74
gebrauchte Eigentumswohnungen	4104	2006_3	35,5	96,81
gebrauchte Eigentumswohnungen	4104	2006_4	52,0	97,06
gebrauchte Eigentumswohnungen	4104	2007_1	32,0	95,70
gebrauchte Eigentumswohnungen	4104	2007_2	40,0	96,22
gebrauchte Eigentumswohnungen	4104	2007_3	41,0	96,04
gebrauchte Eigentumswohnungen	4104	2007_4	33,0	91,77
gebrauchte Eigentumswohnungen	4104	2008_1	45,5	90,30
gebrauchte Eigentumswohnungen	4104	2008_2	41,5	91,88
gebrauchte Eigentumswohnungen	4104	2008_3	36,0	93,25
gebrauchte Eigentumswohnungen	4104	2008_4	55,5	94,71
gebrauchte Eigentumswohnungen	4104	2009_1	40,0	95,93
gebrauchte Eigentumswohnungen	4104	2009_2	44,0	98,98
gebrauchte Eigentumswohnungen	4104	2009_3	37,0	100,44
gebrauchte Eigentumswohnungen	4104	2009_4	45,0	98,73
gebrauchte Eigentumswohnungen	4104	2010_1	45,0	100,00
gebrauchte Eigentumswohnungen	4104	2010_2	61,7	103,83
gebrauchte Eigentumswohnungen	4104	2010_3	62,0	104,30
gebrauchte Eigentumswohnungen	4104	2010_4	86,0	101,61
gebrauchte Eigentumswohnungen	4104	2011_1	39,5	103,55
gebrauchte Eigentumswohnungen	4104	2011_2	43,5	108,38
gebrauchte Eigentumswohnungen	4104	2011_3	81,0	106,18
gebrauchte Eigentumswohnungen	4104	2011_4	90,0	107,69
gebrauchte Eigentumswohnungen	4104	2012_1	56,5	111,49
gebrauchte Eigentumswohnungen	4104	2012_2	51,0	109,10
gebrauchte Eigentumswohnungen	4104	2012_3	87,5	108,43
gebrauchte Eigentumswohnungen	4104	2012_4	61,0	113,80
gebrauchte Eigentumswohnungen	4104	2013_1	79,5	118,74
gebrauchte Eigentumswohnungen	4104	2013_2	86,5	120,42
gebrauchte Eigentumswohnungen	4104	2013_3	82,0	120,60
gebrauchte Eigentumswohnungen	4104	2013_4	88,0	119,16
gebrauchte Eigentumswohnungen	4104	2014_1	50,0	120,31
gebrauchte Eigentumswohnungen	4104	2014_2	57,5	128,36
gebrauchte Eigentumswohnungen	4104	2014_3	60,0	132,73
gebrauchte Eigentumswohnungen	4104	2014_4	45,0	129,21
gebrauchte Eigentumswohnungen	4104	2015_1	63,0	127,95
gebrauchte Eigentumswohnungen	4104	2015_2	74,0	132,84
gebrauchte Eigentumswohnungen	4104	2015_3	51,0	140,14
gebrauchte Eigentumswohnungen	4104	2015_4	70,5	143,89
gebrauchte Eigentumswohnungen	4104	2016_1	59,0	141,88
gebrauchte Eigentumswohnungen	4104	2016_2	74,0	140,42
gebrauchte Eigentumswohnungen	4104	2016_3	65,0	139,83
gebrauchte Eigentumswohnungen	4104	2016_4	74,0	145,37
gebrauchte Eigentumswohnungen	4104	2017_1	72,0	148,39
gebrauchte Eigentumswohnungen	4104	2017_2	58,0	162,81
gebrauchte Eigentumswohnungen	4104	2017_3	54,0	170,30
gebrauchte Eigentumswohnungen	4104	2017_4	58,0	172,49
gebrauchte Eigentumswohnungen	4104	2018_1	50,0	173,29
gebrauchte Eigentumswohnungen	4104	2018_2	80,0	176,40
gebrauchte Eigentumswohnungen	4104	2018_3	81,0	
gebrauchte Eigentumswohnungen	4104	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4104	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2000_1	94,0	
gebrauchte Eigentumswohnungen	4105	2000_2	42,0	109,89
gebrauchte Eigentumswohnungen	4105	2000_3	55,0	106,61
gebrauchte Eigentumswohnungen	4105	2000_4	59,0	101,91
gebrauchte Eigentumswohnungen	4105	2001_1	65,0	99,93
gebrauchte Eigentumswohnungen	4105	2001_2	61,0	104,09
gebrauchte Eigentumswohnungen	4105	2001_3	68,0	104,53
gebrauchte Eigentumswohnungen	4105	2001_4	63,0	100,97
gebrauchte Eigentumswohnungen	4105	2002_1	68,0	95,89
gebrauchte Eigentumswohnungen	4105	2002_2	67,0	91,50
gebrauchte Eigentumswohnungen	4105	2002_3	79,0	94,49
gebrauchte Eigentumswohnungen	4105	2002_4	116,0	96,65
gebrauchte Eigentumswohnungen	4105	2003_1	65,0	95,94
gebrauchte Eigentumswohnungen	4105	2003_2	68,0	95,76
gebrauchte Eigentumswohnungen	4105	2003_3	82,0	95,93
gebrauchte Eigentumswohnungen	4105	2003_4	109,0	96,81
gebrauchte Eigentumswohnungen	4105	2004_1	45,0	96,32
gebrauchte Eigentumswohnungen	4105	2004_2	71,0	94,19
gebrauchte Eigentumswohnungen	4105	2004_3	77,0	94,47
gebrauchte Eigentumswohnungen	4105	2004_4	66,0	96,65
gebrauchte Eigentumswohnungen	4105	2005_1	55,5	99,08
gebrauchte Eigentumswohnungen	4105	2005_2	72,0	100,88
gebrauchte Eigentumswohnungen	4105	2005_3	59,5	100,22
gebrauchte Eigentumswohnungen	4105	2005_4	126,5	96,23
gebrauchte Eigentumswohnungen	4105	2006_1	73,5	94,42
gebrauchte Eigentumswohnungen	4105	2006_2	53,5	96,97
gebrauchte Eigentumswohnungen	4105	2006_3	46,0	95,81
gebrauchte Eigentumswohnungen	4105	2006_4	79,0	92,75
gebrauchte Eigentumswohnungen	4105	2007_1	51,5	94,82
gebrauchte Eigentumswohnungen	4105	2007_2	58,5	99,91
gebrauchte Eigentumswohnungen	4105	2007_3	88,0	101,36
gebrauchte Eigentumswohnungen	4105	2007_4	80,0	100,75
gebrauchte Eigentumswohnungen	4105	2008_1	67,0	98,51
gebrauchte Eigentumswohnungen	4105	2008_2	79,0	97,57
gebrauchte Eigentumswohnungen	4105	2008_3	88,0	98,51
gebrauchte Eigentumswohnungen	4105	2008_4	99,5	100,16
gebrauchte Eigentumswohnungen	4105	2009_1	83,0	100,99
gebrauchte Eigentumswohnungen	4105	2009_2	88,0	98,02
gebrauchte Eigentumswohnungen	4105	2009_3	103,0	97,47
gebrauchte Eigentumswohnungen	4105	2009_4	84,5	99,66
gebrauchte Eigentumswohnungen	4105	2010_1	72,7	100,00
gebrauchte Eigentumswohnungen	4105	2010_2	123,3	101,28
gebrauchte Eigentumswohnungen	4105	2010_3	98,3	102,61
gebrauchte Eigentumswohnungen	4105	2010_4	121,3	102,98
gebrauchte Eigentumswohnungen	4105	2011_1	77,5	105,89
gebrauchte Eigentumswohnungen	4105	2011_2	73,5	111,98
gebrauchte Eigentumswohnungen	4105	2011_3	75,5	116,36
gebrauchte Eigentumswohnungen	4105	2011_4	109,5	116,23
gebrauchte Eigentumswohnungen	4105	2012_1	97,0	116,39
gebrauchte Eigentumswohnungen	4105	2012_2	92,0	118,86
gebrauchte Eigentumswohnungen	4105	2012_3	94,5	119,58
gebrauchte Eigentumswohnungen	4105	2012_4	138,5	120,32
gebrauchte Eigentumswohnungen	4105	2013_1	88,5	122,08
gebrauchte Eigentumswohnungen	4105	2013_2	122,0	123,19
gebrauchte Eigentumswohnungen	4105	2013_3	99,5	124,62
gebrauchte Eigentumswohnungen	4105	2013_4	107,0	125,62
gebrauchte Eigentumswohnungen	4105	2014_1	71,5	122,52
gebrauchte Eigentumswohnungen	4105	2014_2	97,0	120,18
gebrauchte Eigentumswohnungen	4105	2014_3	98,0	122,69
gebrauchte Eigentumswohnungen	4105	2014_4	116,5	126,22
gebrauchte Eigentumswohnungen	4105	2015_1	115,0	130,98
gebrauchte Eigentumswohnungen	4105	2015_2	87,5	134,32
gebrauchte Eigentumswohnungen	4105	2015_3	124,0	134,74
gebrauchte Eigentumswohnungen	4105	2015_4	133,5	136,88
gebrauchte Eigentumswohnungen	4105	2016_1	104,0	140,16
gebrauchte Eigentumswohnungen	4105	2016_2	113,0	141,32
gebrauchte Eigentumswohnungen	4105	2016_3	127,0	140,30
gebrauchte Eigentumswohnungen	4105	2016_4	126,0	140,81
gebrauchte Eigentumswohnungen	4105	2017_1	120,0	145,26
gebrauchte Eigentumswohnungen	4105	2017_2	98,0	152,43
gebrauchte Eigentumswohnungen	4105	2017_3	109,0	156,39
gebrauchte Eigentumswohnungen	4105	2017_4	116,0	165,14
gebrauchte Eigentumswohnungen	4105	2018_1	112,0	165,61
gebrauchte Eigentumswohnungen	4105	2018_2	116,0	163,95
gebrauchte Eigentumswohnungen	4105	2018_3	105,0	
gebrauchte Eigentumswohnungen	4105	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4105	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2000_1	80,0	
gebrauchte Eigentumswohnungen	4106	2000_2	96,0	104,57
gebrauchte Eigentumswohnungen	4106	2000_3	76,0	104,90
gebrauchte Eigentumswohnungen	4106	2000_4	91,0	104,53
gebrauchte Eigentumswohnungen	4106	2001_1	80,0	104,19
gebrauchte Eigentumswohnungen	4106	2001_2	86,0	104,51
gebrauchte Eigentumswohnungen	4106	2001_3	100,0	101,31
gebrauchte Eigentumswohnungen	4106	2001_4	77,0	97,02
gebrauchte Eigentumswohnungen	4106	2002_1	62,0	97,08
gebrauchte Eigentumswohnungen	4106	2002_2	51,0	100,59
gebrauchte Eigentumswohnungen	4106	2002_3	59,0	99,93
gebrauchte Eigentumswohnungen	4106	2002_4	137,0	97,72
gebrauchte Eigentumswohnungen	4106	2003_1	61,0	97,05
gebrauchte Eigentumswohnungen	4106	2003_2	77,0	98,40
gebrauchte Eigentumswohnungen	4106	2003_3	82,0	97,44
gebrauchte Eigentumswohnungen	4106	2003_4	128,0	94,93
gebrauchte Eigentumswohnungen	4106	2004_1	53,0	93,17
gebrauchte Eigentumswohnungen	4106	2004_2	101,0	93,00
gebrauchte Eigentumswohnungen	4106	2004_3	93,0	92,80
gebrauchte Eigentumswohnungen	4106	2004_4	103,0	91,76
gebrauchte Eigentumswohnungen	4106	2005_1	58,0	92,01
gebrauchte Eigentumswohnungen	4106	2005_2	71,0	94,54
gebrauchte Eigentumswohnungen	4106	2005_3	90,5	95,49
gebrauchte Eigentumswohnungen	4106	2005_4	111,0	95,41
gebrauchte Eigentumswohnungen	4106	2006_1	42,0	96,34
gebrauchte Eigentumswohnungen	4106	2006_2	97,5	97,93
gebrauchte Eigentumswohnungen	4106	2006_3	69,5	93,04
gebrauchte Eigentumswohnungen	4106	2006_4	134,5	88,68
gebrauchte Eigentumswohnungen	4106	2007_1	66,5	93,29
gebrauchte Eigentumswohnungen	4106	2007_2	63,0	101,36
gebrauchte Eigentumswohnungen	4106	2007_3	77,5	101,28
gebrauchte Eigentumswohnungen	4106	2007_4	77,5	100,12
gebrauchte Eigentumswohnungen	4106	2008_1	63,0	99,32
gebrauchte Eigentumswohnungen	4106	2008_2	90,5	98,28
gebrauchte Eigentumswohnungen	4106	2008_3	75,5	97,30
gebrauchte Eigentumswohnungen	4106	2008_4	82,5	97,43
gebrauchte Eigentumswohnungen	4106	2009_1	64,5	96,22
gebrauchte Eigentumswohnungen	4106	2009_2	77,0	95,48
gebrauchte Eigentumswohnungen	4106	2009_3	86,0	99,23
gebrauchte Eigentumswohnungen	4106	2009_4	82,0	100,08
gebrauchte Eigentumswohnungen	4106	2010_1	60,7	100,00
gebrauchte Eigentumswohnungen	4106	2010_2	74,7	103,53
gebrauchte Eigentumswohnungen	4106	2010_3	80,3	102,79
gebrauchte Eigentumswohnungen	4106	2010_4	95,7	102,25
gebrauchte Eigentumswohnungen	4106	2011_1	58,0	104,76
gebrauchte Eigentumswohnungen	4106	2011_2	86,0	107,09
gebrauchte Eigentumswohnungen	4106	2011_3	138,0	107,45
gebrauchte Eigentumswohnungen	4106	2011_4	146,0	106,63
gebrauchte Eigentumswohnungen	4106	2012_1	90,0	107,68
gebrauchte Eigentumswohnungen	4106	2012_2	133,0	110,85
gebrauchte Eigentumswohnungen	4106	2012_3	102,5	115,19
gebrauchte Eigentumswohnungen	4106	2012_4	120,0	119,94
gebrauchte Eigentumswohnungen	4106	2013_1	83,5	119,28
gebrauchte Eigentumswohnungen	4106	2013_2	89,5	117,88
gebrauchte Eigentumswohnungen	4106	2013_3	101,0	121,78
gebrauchte Eigentumswohnungen	4106	2013_4	110,5	124,40
gebrauchte Eigentumswohnungen	4106	2014_1	58,0	124,45
gebrauchte Eigentumswohnungen	4106	2014_2	100,0	123,21
gebrauchte Eigentumswohnungen	4106	2014_3	108,0	122,83
gebrauchte Eigentumswohnungen	4106	2014_4	98,5	124,89
gebrauchte Eigentumswohnungen	4106	2015_1	80,5	127,27
gebrauchte Eigentumswohnungen	4106	2015_2	106,0	128,06
gebrauchte Eigentumswohnungen	4106	2015_3	102,5	127,59
gebrauchte Eigentumswohnungen	4106	2015_4	121,5	126,88
gebrauchte Eigentumswohnungen	4106	2016_1	86,0	131,11
gebrauchte Eigentumswohnungen	4106	2016_2	88,0	138,22
gebrauchte Eigentumswohnungen	4106	2016_3	79,0	139,85
gebrauchte Eigentumswohnungen	4106	2016_4	75,0	140,22
gebrauchte Eigentumswohnungen	4106	2017_1	84,0	137,75
gebrauchte Eigentumswohnungen	4106	2017_2	75,0	142,07
gebrauchte Eigentumswohnungen	4106	2017_3	71,0	148,07
gebrauchte Eigentumswohnungen	4106	2017_4	98,0	146,07
gebrauchte Eigentumswohnungen	4106	2018_1	69,0	147,95
gebrauchte Eigentumswohnungen	4106	2018_2	89,0	153,32
gebrauchte Eigentumswohnungen	4106	2018_3	77,0	
gebrauchte Eigentumswohnungen	4106	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4106	2020_4	#DIV/0!	
