Immobilienart;Region;Zeitabschnitt;Anzahl_Gewichtung;Index_final
gebrauchte Eigentumswohnungen;4103;2011_3;368;101,062
gebrauchte Eigentumswohnungen;4103;2011_4;451;101,481
gebrauchte Eigentumswohnungen;4103;2012_1;329;103,549
gebrauchte Eigentumswohnungen;4103;2012_2;366;108,137
gebrauchte Eigentumswohnungen;4103;2012_3;478;111,511
gebrauchte Eigentumswohnungen;4103;2012_4;473;111,373
gebrauchte Eigentumswohnungen;4103;2013_1;337;111,662
gebrauchte Eigentumswohnungen;4103;2013_2;368;112,633
gebrauchte Eigentumswohnungen;4103;2013_3;331;114,423
gebrauchte Eigentumswohnungen;4103;2013_4;449;115,108
gebrauchte Eigentumswohnungen;4103;2014_1;261;116,404
gebrauchte Eigentumswohnungen;4103;2014_2;355;120,474
gebrauchte Eigentumswohnungen;4103;2014_3;368;122,413
gebrauchte Eigentumswohnungen;4103;2014_4;385;126,412
gebrauchte Eigentumswohnungen;4103;2015_1;395;132,417
gebrauchte Eigentumswohnungen;4103;2015_2;396;132,694
gebrauchte Eigentumswohnungen;4103;2015_3;340;128,362
gebrauchte Eigentumswohnungen;4103;2015_4;463;129,538
gebrauchte Eigentumswohnungen;4103;2016_1;352;135,280
gebrauchte Eigentumswohnungen;4103;2016_2;384;141,892
gebrauchte Eigentumswohnungen;4103;2016_3;330;147,142
gebrauchte Eigentumswohnungen;4103;2016_4;362;147,308
gebrauchte Eigentumswohnungen;4103;2017_1;349;145,277
gebrauchte Eigentumswohnungen;4103;2017_2;312;145,492
gebrauchte Eigentumswohnungen;4103;2017_3;479;150,635
gebrauchte Eigentumswohnungen;4103;2017_4;457;153,817
gebrauchte Eigentumswohnungen;4103;2018_1;307;155,606
gebrauchte Eigentumswohnungen;4103;2018_2;363;158,957
gebrauchte Eigentumswohnungen;4103;2018_3;425;158,337
gebrauchte Eigentumswohnungen;4103;2018_4;403;158,262
gebrauchte Eigentumswohnungen;4103;2019_1;260;
gebrauchte Eigentumswohnungen;4103;2019_2;;
gebrauchte Eigentumswohnungen;4103;2019_3;;
gebrauchte Eigentumswohnungen;4103;2019_4;;
gebrauchte Eigentumswohnungen;4103;2020_1;;
gebrauchte Eigentumswohnungen;4103;2020_2;;
gebrauchte Eigentumswohnungen;4103;2020_3;;
gebrauchte Eigentumswohnungen;4103;2020_4;;
gebrauchte Eigentumswohnungen;4103;2021_1;;
gebrauchte Eigentumswohnungen;4103;2021_2;;
gebrauchte Eigentumswohnungen;4103;2021_3;;
gebrauchte Eigentumswohnungen;4103;2021_4;;
gebrauchte Eigentumswohnungen;4104;2000_1;161;
gebrauchte Eigentumswohnungen;4104;2000_2;149;115,288
gebrauchte Eigentumswohnungen;4104;2000_3;166;114,916
gebrauchte Eigentumswohnungen;4104;2000_4;136;113,683
gebrauchte Eigentumswohnungen;4104;2001_1;125;109,700
gebrauchte Eigentumswohnungen;4104;2001_2;154;107,858
gebrauchte Eigentumswohnungen;4104;2001_3;131;108,899
gebrauchte Eigentumswohnungen;4104;2001_4;167;110,782
gebrauchte Eigentumswohnungen;4104;2002_1;156;110,952
gebrauchte Eigentumswohnungen;4104;2002_2;152;110,136
gebrauchte Eigentumswohnungen;4104;2002_3;113;110,499
gebrauchte Eigentumswohnungen;4104;2002_4;295;109,571
gebrauchte Eigentumswohnungen;4104;2003_1;115;108,787
gebrauchte Eigentumswohnungen;4104;2003_2;143;108,935
gebrauchte Eigentumswohnungen;4104;2003_3;150;108,520
gebrauchte Eigentumswohnungen;4104;2003_4;290;108,000
gebrauchte Eigentumswohnungen;4104;2004_1;125;105,393
gebrauchte Eigentumswohnungen;4104;2004_2;134;104,563
gebrauchte Eigentumswohnungen;4104;2004_3;136;106,374
gebrauchte Eigentumswohnungen;4104;2004_4;199;105,430
gebrauchte Eigentumswohnungen;4104;2005_1;146;100,615
gebrauchte Eigentumswohnungen;4104;2005_2;177;97,616
gebrauchte Eigentumswohnungen;4104;2005_3;179;98,415
gebrauchte Eigentumswohnungen;4104;2005_4;327;98,549
gebrauchte Eigentumswohnungen;4104;2006_1;118;96,698
gebrauchte Eigentumswohnungen;4104;2006_2;139;94,737
gebrauchte Eigentumswohnungen;4104;2006_3;150;96,814
gebrauchte Eigentumswohnungen;4104;2006_4;195;97,059
gebrauchte Eigentumswohnungen;4104;2007_1;136;95,702
gebrauchte Eigentumswohnungen;4104;2007_2;165;96,220
gebrauchte Eigentumswohnungen;4104;2007_3;138;96,037
gebrauchte Eigentumswohnungen;4104;2007_4;167;91,770
gebrauchte Eigentumswohnungen;4104;2008_1;151;90,297
gebrauchte Eigentumswohnungen;4104;2008_2;181;91,880
gebrauchte Eigentumswohnungen;4104;2008_3;156;93,250
gebrauchte Eigentumswohnungen;4104;2008_4;162;94,705
gebrauchte Eigentumswohnungen;4104;2009_1;148;95,931
gebrauchte Eigentumswohnungen;4104;2009_2;180;98,976
gebrauchte Eigentumswohnungen;4104;2009_3;157;100,443
gebrauchte Eigentumswohnungen;4104;2009_4;161;98,729
gebrauchte Eigentumswohnungen;4104;2010_1;151;100,000
gebrauchte Eigentumswohnungen;4104;2010_2;218;103,828
gebrauchte Eigentumswohnungen;4104;2010_3;217;104,296
gebrauchte Eigentumswohnungen;4104;2010_4;286;101,612
gebrauchte Eigentumswohnungen;4104;2011_1;160;103,551
gebrauchte Eigentumswohnungen;4104;2011_2;187;108,383
gebrauchte Eigentumswohnungen;4104;2011_3;219;106,184
gebrauchte Eigentumswohnungen;4104;2011_4;301;107,688
gebrauchte Eigentumswohnungen;4104;2012_1;235;111,489
gebrauchte Eigentumswohnungen;4104;2012_2;225;109,104
gebrauchte Eigentumswohnungen;4104;2012_3;264;108,433
gebrauchte Eigentumswohnungen;4104;2012_4;209;113,804
gebrauchte Eigentumswohnungen;4104;2013_1;218;118,742
gebrauchte Eigentumswohnungen;4104;2013_2;240;120,421
gebrauchte Eigentumswohnungen;4104;2013_3;247;120,599
gebrauchte Eigentumswohnungen;4104;2013_4;279;119,157
gebrauchte Eigentumswohnungen;4104;2014_1;194;120,313
gebrauchte Eigentumswohnungen;4104;2014_2;220;128,361
gebrauchte Eigentumswohnungen;4104;2014_3;254;132,728
gebrauchte Eigentumswohnungen;4104;2014_4;245;129,207
gebrauchte Eigentumswohnungen;4104;2015_1;241;127,945
gebrauchte Eigentumswohnungen;4104;2015_2;279;132,836
gebrauchte Eigentumswohnungen;4104;2015_3;212;140,140
gebrauchte Eigentumswohnungen;4104;2015_4;244;143,889
gebrauchte Eigentumswohnungen;4104;2016_1;246;141,885
gebrauchte Eigentumswohnungen;4104;2016_2;285;140,416
gebrauchte Eigentumswohnungen;4104;2016_3;299;139,832
gebrauchte Eigentumswohnungen;4104;2016_4;360;145,372
gebrauchte Eigentumswohnungen;4104;2017_1;270;148,393
gebrauchte Eigentumswohnungen;4104;2017_2;269;162,806
gebrauchte Eigentumswohnungen;4104;2017_3;250;170,300
gebrauchte Eigentumswohnungen;4104;2017_4;285;172,492
gebrauchte Eigentumswohnungen;4104;2018_1;270;173,290
gebrauchte Eigentumswohnungen;4104;2018_2;372;176,400
gebrauchte Eigentumswohnungen;4104;2018_3;337;174,103
gebrauchte Eigentumswohnungen;4104;2018_4;264;181,894
gebrauchte Eigentumswohnungen;4104;2019_1;184;
gebrauchte Eigentumswohnungen;4104;2019_2;;
gebrauchte Eigentumswohnungen;4104;2019_3;;
gebrauchte Eigentumswohnungen;4104;2019_4;;
gebrauchte Eigentumswohnungen;4104;2020_1;;
gebrauchte Eigentumswohnungen;4104;2020_2;;
gebrauchte Eigentumswohnungen;4104;2020_3;;
gebrauchte Eigentumswohnungen;4104;2020_4;;
gebrauchte Eigentumswohnungen;4104;2021_1;;
gebrauchte Eigentumswohnungen;4104;2021_2;;
gebrauchte Eigentumswohnungen;4104;2021_3;;
gebrauchte Eigentumswohnungen;4104;2021_4;;
gebrauchte Eigentumswohnungen;4105;2000_1;230;
gebrauchte Eigentumswohnungen;4105;2000_2;181;109,887
gebrauchte Eigentumswohnungen;4105;2000_3;181;106,615
gebrauchte Eigentumswohnungen;4105;2000_4;209;101,915
gebrauchte Eigentumswohnungen;4105;2001_1;207;99,928
gebrauchte Eigentumswohnungen;4105;2001_2;185;104,095
gebrauchte Eigentumswohnungen;4105;2001_3;224;104,527
gebrauchte Eigentumswohnungen;4105;2001_4;221;100,975
gebrauchte Eigentumswohnungen;4105;2002_1;182;95,888
gebrauchte Eigentumswohnungen;4105;2002_2;183;91,498
gebrauchte Eigentumswohnungen;4105;2002_3;190;94,487
gebrauchte Eigentumswohnungen;4105;2002_4;370;96,646
gebrauchte Eigentumswohnungen;4105;2003_1;135;95,941
gebrauchte Eigentumswohnungen;4105;2003_2;147;95,762
gebrauchte Eigentumswohnungen;4105;2003_3;195;95,931
gebrauchte Eigentumswohnungen;4105;2003_4;276;96,810
gebrauchte Eigentumswohnungen;4105;2004_1;129;96,318
gebrauchte Eigentumswohnungen;4105;2004_2;157;94,193
gebrauchte Eigentumswohnungen;4105;2004_3;183;94,468
gebrauchte Eigentumswohnungen;4105;2004_4;221;96,654
gebrauchte Eigentumswohnungen;4105;2005_1;172;99,078
gebrauchte Eigentumswohnungen;4105;2005_2;195;100,881
gebrauchte Eigentumswohnungen;4105;2005_3;229;100,215
gebrauchte Eigentumswohnungen;4105;2005_4;441;96,228
gebrauchte Eigentumswohnungen;4105;2006_1;172;94,419
gebrauchte Eigentumswohnungen;4105;2006_2;165;96,968
gebrauchte Eigentumswohnungen;4105;2006_3;163;95,811
gebrauchte Eigentumswohnungen;4105;2006_4;215;92,748
gebrauchte Eigentumswohnungen;4105;2007_1;176;94,822
gebrauchte Eigentumswohnungen;4105;2007_2;165;99,914
gebrauchte Eigentumswohnungen;4105;2007_3;283;101,357
gebrauchte Eigentumswohnungen;4105;2007_4;240;100,745
gebrauchte Eigentumswohnungen;4105;2008_1;185;98,510
gebrauchte Eigentumswohnungen;4105;2008_2;218;97,575
gebrauchte Eigentumswohnungen;4105;2008_3;235;98,507
gebrauchte Eigentumswohnungen;4105;2008_4;258;100,158
gebrauchte Eigentumswohnungen;4105;2009_1;210;100,995
gebrauchte Eigentumswohnungen;4105;2009_2;214;98,023
gebrauchte Eigentumswohnungen;4105;2009_3;253;97,467
gebrauchte Eigentumswohnungen;4105;2009_4;222;99,665
gebrauchte Eigentumswohnungen;4105;2010_1;206;100,000
gebrauchte Eigentumswohnungen;4105;2010_2;321;101,283
gebrauchte Eigentumswohnungen;4105;2010_3;300;102,615
gebrauchte Eigentumswohnungen;4105;2010_4;405;102,984
gebrauchte Eigentumswohnungen;4105;2011_1;220;105,894
gebrauchte Eigentumswohnungen;4105;2011_2;253;111,980
gebrauchte Eigentumswohnungen;4105;2011_3;252;116,357
gebrauchte Eigentumswohnungen;4105;2011_4;346;116,233
gebrauchte Eigentumswohnungen;4105;2012_1;297;116,393
gebrauchte Eigentumswohnungen;4105;2012_2;328;118,862
gebrauchte Eigentumswohnungen;4105;2012_3;329;119,578
gebrauchte Eigentumswohnungen;4105;2012_4;371;120,324
gebrauchte Eigentumswohnungen;4105;2013_1;278;122,081
gebrauchte Eigentumswohnungen;4105;2013_2;343;123,187
gebrauchte Eigentumswohnungen;4105;2013_3;277;124,624
gebrauchte Eigentumswohnungen;4105;2013_4;405;125,619
gebrauchte Eigentumswohnungen;4105;2014_1;270;122,521
gebrauchte Eigentumswohnungen;4105;2014_2;326;120,185
gebrauchte Eigentumswohnungen;4105;2014_3;283;122,694
gebrauchte Eigentumswohnungen;4105;2014_4;380;126,220
gebrauchte Eigentumswohnungen;4105;2015_1;367;130,977
gebrauchte Eigentumswohnungen;4105;2015_2;376;134,323
gebrauchte Eigentumswohnungen;4105;2015_3;413;134,745
gebrauchte Eigentumswohnungen;4105;2015_4;427;136,879
gebrauchte Eigentumswohnungen;4105;2016_1;330;140,158
gebrauchte Eigentumswohnungen;4105;2016_2;341;141,320
gebrauchte Eigentumswohnungen;4105;2016_3;381;140,298
gebrauchte Eigentumswohnungen;4105;2016_4;374;140,812
gebrauchte Eigentumswohnungen;4105;2017_1;316;145,260
gebrauchte Eigentumswohnungen;4105;2017_2;323;152,426
gebrauchte Eigentumswohnungen;4105;2017_3;313;156,388
gebrauchte Eigentumswohnungen;4105;2017_4;406;165,141
gebrauchte Eigentumswohnungen;4105;2018_1;292;165,609
gebrauchte Eigentumswohnungen;4105;2018_2;391;163,955
gebrauchte Eigentumswohnungen;4105;2018_3;382;171,014
gebrauchte Eigentumswohnungen;4105;2018_4;450;177,200
gebrauchte Eigentumswohnungen;4105;2019_1;313;
gebrauchte Eigentumswohnungen;4105;2019_2;;
gebrauchte Eigentumswohnungen;4105;2019_3;;
gebrauchte Eigentumswohnungen;4105;2019_4;;
gebrauchte Eigentumswohnungen;4105;2020_1;;
gebrauchte Eigentumswohnungen;4105;2020_2;;
gebrauchte Eigentumswohnungen;4105;2020_3;;
gebrauchte Eigentumswohnungen;4105;2020_4;;
gebrauchte Eigentumswohnungen;4105;2021_1;;
gebrauchte Eigentumswohnungen;4105;2021_2;;
gebrauchte Eigentumswohnungen;4105;2021_3;;
gebrauchte Eigentumswohnungen;4105;2021_4;;
gebrauchte Eigentumswohnungen;4106;2000_1;320;
gebrauchte Eigentumswohnungen;4106;2000_2;319;104,571
gebrauchte Eigentumswohnungen;4106;2000_3;334;104,897
gebrauchte Eigentumswohnungen;4106;2000_4;409;104,532
gebrauchte Eigentumswohnungen;4106;2001_1;317;104,191
gebrauchte Eigentumswohnungen;4106;2001_2;314;104,511
gebrauchte Eigentumswohnungen;4106;2001_3;324;101,305
gebrauchte Eigentumswohnungen;4106;2001_4;405;97,016
gebrauchte Eigentumswohnungen;4106;2002_1;268;97,083
gebrauchte Eigentumswohnungen;4106;2002_2;300;100,589
gebrauchte Eigentumswohnungen;4106;2002_3;270;99,932
gebrauchte Eigentumswohnungen;4106;2002_4;592;97,720
gebrauchte Eigentumswohnungen;4106;2003_1;261;97,052
gebrauchte Eigentumswohnungen;4106;2003_2;236;98,402
gebrauchte Eigentumswohnungen;4106;2003_3;312;97,437
gebrauchte Eigentumswohnungen;4106;2003_4;442;94,934
gebrauchte Eigentumswohnungen;4106;2004_1;201;93,167
gebrauchte Eigentumswohnungen;4106;2004_2;275;92,997
gebrauchte Eigentumswohnungen;4106;2004_3;248;92,798
gebrauchte Eigentumswohnungen;4106;2004_4;384;91,762
gebrauchte Eigentumswohnungen;4106;2005_1;242;92,011
gebrauchte Eigentumswohnungen;4106;2005_2;306;94,538
gebrauchte Eigentumswohnungen;4106;2005_3;294;95,491
gebrauchte Eigentumswohnungen;4106;2005_4;509;95,411
gebrauchte Eigentumswohnungen;4106;2006_1;232;96,344
gebrauchte Eigentumswohnungen;4106;2006_2;307;97,925
gebrauchte Eigentumswohnungen;4106;2006_3;303;93,043
gebrauchte Eigentumswohnungen;4106;2006_4;432;88,682
gebrauchte Eigentumswohnungen;4106;2007_1;281;93,288
gebrauchte Eigentumswohnungen;4106;2007_2;279;101,364
gebrauchte Eigentumswohnungen;4106;2007_3;363;101,284
gebrauchte Eigentumswohnungen;4106;2007_4;317;100,123
gebrauchte Eigentumswohnungen;4106;2008_1;337;99,323
gebrauchte Eigentumswohnungen;4106;2008_2;344;98,284
gebrauchte Eigentumswohnungen;4106;2008_3;305;97,303
gebrauchte Eigentumswohnungen;4106;2008_4;307;97,433
gebrauchte Eigentumswohnungen;4106;2009_1;314;96,222
gebrauchte Eigentumswohnungen;4106;2009_2;345;95,481
gebrauchte Eigentumswohnungen;4106;2009_3;348;99,235
gebrauchte Eigentumswohnungen;4106;2009_4;363;100,081
gebrauchte Eigentumswohnungen;4106;2010_1;289;100,000
gebrauchte Eigentumswohnungen;4106;2010_2;362;103,533
gebrauchte Eigentumswohnungen;4106;2010_3;374;102,790
gebrauchte Eigentumswohnungen;4106;2010_4;501;102,253
gebrauchte Eigentumswohnungen;4106;2011_1;263;104,758
gebrauchte Eigentumswohnungen;4106;2011_2;354;107,088
gebrauchte Eigentumswohnungen;4106;2011_3;437;107,450
gebrauchte Eigentumswohnungen;4106;2011_4;562;106,632
gebrauchte Eigentumswohnungen;4106;2012_1;395;107,678
gebrauchte Eigentumswohnungen;4106;2012_2;441;110,845
gebrauchte Eigentumswohnungen;4106;2012_3;424;115,188
gebrauchte Eigentumswohnungen;4106;2012_4;408;119,940
gebrauchte Eigentumswohnungen;4106;2013_1;403;119,276
gebrauchte Eigentumswohnungen;4106;2013_2;541;117,882
gebrauchte Eigentumswohnungen;4106;2013_3;489;121,782
gebrauchte Eigentumswohnungen;4106;2013_4;505;124,404
gebrauchte Eigentumswohnungen;4106;2014_1;329;124,452
gebrauchte Eigentumswohnungen;4106;2014_2;377;123,210
gebrauchte Eigentumswohnungen;4106;2014_3;536;122,830
gebrauchte Eigentumswohnungen;4106;2014_4;500;124,891
gebrauchte Eigentumswohnungen;4106;2015_1;396;127,266
gebrauchte Eigentumswohnungen;4106;2015_2;447;128,056
gebrauchte Eigentumswohnungen;4106;2015_3;424;127,593
gebrauchte Eigentumswohnungen;4106;2015_4;514;126,880
gebrauchte Eigentumswohnungen;4106;2016_1;441;131,112
gebrauchte Eigentumswohnungen;4106;2016_2;471;138,222
gebrauchte Eigentumswohnungen;4106;2016_3;411;139,849
gebrauchte Eigentumswohnungen;4106;2016_4;467;140,217
gebrauchte Eigentumswohnungen;4106;2017_1;450;137,752
gebrauchte Eigentumswohnungen;4106;2017_2;404;142,066
gebrauchte Eigentumswohnungen;4106;2017_3;391;148,065
gebrauchte Eigentumswohnungen;4106;2017_4;414;146,068
gebrauchte Eigentumswohnungen;4106;2018_1;359;147,952
gebrauchte Eigentumswohnungen;4106;2018_2;442;153,318
gebrauchte Eigentumswohnungen;4106;2018_3;408;154,462
gebrauchte Eigentumswohnungen;4106;2018_4;495;152,751
gebrauchte Eigentumswohnungen;4106;2019_1;369;
gebrauchte Eigentumswohnungen;4106;2019_2;;
gebrauchte Eigentumswohnungen;4106;2019_3;;
gebrauchte Eigentumswohnungen;4106;2019_4;;
gebrauchte Eigentumswohnungen;4106;2020_1;;
gebrauchte Eigentumswohnungen;4106;2020_2;;
gebrauchte Eigentumswohnungen;4106;2020_3;;
gebrauchte Eigentumswohnungen;4106;2020_4;;
gebrauchte Eigentumswohnungen;4106;2021_1;;
gebrauchte Eigentumswohnungen;4106;2021_2;;
gebrauchte Eigentumswohnungen;4106;2021_3;;
gebrauchte Eigentumswohnungen;4106;2021_4;;
gebrauchte Eigentumswohnungen;4107;2000_1;;
gebrauchte Eigentumswohnungen;4107;2000_2;;
gebrauchte Eigentumswohnungen;4107;2000_3;;
gebrauchte Eigentumswohnungen;4107;2000_4;;
gebrauchte Eigentumswohnungen;4107;2001_1;;
gebrauchte Eigentumswohnungen;4107;2001_2;;
gebrauchte Eigentumswohnungen;4107;2001_3;;
gebrauchte Eigentumswohnungen;4107;2001_4;;
gebrauchte Eigentumswohnungen;4107;2002_1;;
gebrauchte Eigentumswohnungen;4107;2002_2;;
gebrauchte Eigentumswohnungen;4107;2002_3;;
gebrauchte Eigentumswohnungen;4107;2002_4;;
gebrauchte Eigentumswohnungen;4107;2003_1;;
gebrauchte Eigentumswohnungen;4107;2003_2;;
gebrauchte Eigentumswohnungen;4107;2003_3;;
gebrauchte Eigentumswohnungen;4107;2003_4;;
gebrauchte Eigentumswohnungen;4107;2004_1;;
gebrauchte Eigentumswohnungen;4107;2004_2;;
gebrauchte Eigentumswohnungen;4107;2004_3;;
gebrauchte Eigentumswohnungen;4107;2004_4;;
gebrauchte Eigentumswohnungen;4107;2005_1;;
gebrauchte Eigentumswohnungen;4107;2005_2;;
gebrauchte Eigentumswohnungen;4107;2005_3;;
gebrauchte Eigentumswohnungen;4107;2005_4;;
gebrauchte Eigentumswohnungen;4107;2006_1;;
gebrauchte Eigentumswohnungen;4107;2006_2;;
gebrauchte Eigentumswohnungen;4107;2006_3;;
gebrauchte Eigentumswohnungen;4107;2006_4;;
gebrauchte Eigentumswohnungen;4107;2007_1;;
gebrauchte Eigentumswohnungen;4107;2007_2;;
gebrauchte Eigentumswohnungen;4107;2007_3;;
gebrauchte Eigentumswohnungen;4107;2007_4;;
gebrauchte Eigentumswohnungen;4107;2008_1;;
gebrauchte Eigentumswohnungen;4107;2008_2;;
gebrauchte Eigentumswohnungen;4107;2008_3;;
gebrauchte Eigentumswohnungen;4107;2008_4;;
gebrauchte Eigentumswohnungen;4107;2009_1;;
gebrauchte Eigentumswohnungen;4107;2009_2;;
gebrauchte Eigentumswohnungen;4107;2009_3;;
gebrauchte Eigentumswohnungen;4107;2009_4;;
gebrauchte Eigentumswohnungen;4107;2010_1;;
gebrauchte Eigentumswohnungen;4107;2010_2;;
gebrauchte Eigentumswohnungen;4107;2010_3;;
gebrauchte Eigentumswohnungen;4107;2010_4;;
gebrauchte Eigentumswohnungen;4107;2011_1;;
gebrauchte Eigentumswohnungen;4107;2011_2;;
gebrauchte Eigentumswohnungen;4107;2011_3;;
gebrauchte Eigentumswohnungen;4107;2011_4;;
gebrauchte Eigentumswohnungen;4107;2012_1;;
gebrauchte Eigentumswohnungen;4107;2012_2;;
gebrauchte Eigentumswohnungen;4107;2012_3;;
gebrauchte Eigentumswohnungen;4107;2012_4;;
gebrauchte Eigentumswohnungen;4107;2013_1;;
gebrauchte Eigentumswohnungen;4107;2013_2;;
gebrauchte Eigentumswohnungen;4107;2013_3;;
gebrauchte Eigentumswohnungen;4107;2013_4;;
gebrauchte Eigentumswohnungen;4107;2014_1;;
gebrauchte Eigentumswohnungen;4107;2014_2;;
gebrauchte Eigentumswohnungen;4107;2014_3;;
gebrauchte Eigentumswohnungen;4107;2014_4;;
gebrauchte Eigentumswohnungen;4107;2015_1;;
gebrauchte Eigentumswohnungen;4107;2015_2;;
gebrauchte Eigentumswohnungen;4107;2015_3;;
gebrauchte Eigentumswohnungen;4107;2015_4;;
gebrauchte Eigentumswohnungen;4107;2016_1;;
gebrauchte Eigentumswohnungen;4107;2016_2;;
gebrauchte Eigentumswohnungen;4107;2016_3;;
gebrauchte Eigentumswohnungen;4107;2016_4;;
gebrauchte Eigentumswohnungen;4107;2017_1;;
gebrauchte Eigentumswohnungen;4107;2017_2;;
gebrauchte Eigentumswohnungen;4107;2017_3;;
gebrauchte Eigentumswohnungen;4107;2017_4;;
gebrauchte Eigentumswohnungen;4107;2018_1;;
gebrauchte Eigentumswohnungen;4107;2018_2;;
gebrauchte Eigentumswohnungen;4107;2018_3;;
gebrauchte Eigentumswohnungen;4107;2018_4;;
gebrauchte Eigentumswohnungen;4107;2019_1;;
gebrauchte Eigentumswohnungen;4107;2019_2;;
gebrauchte Eigentumswohnungen;4107;2019_3;;
gebrauchte Eigentumswohnungen;4107;2019_4;;
gebrauchte Eigentumswohnungen;4107;2020_1;;
gebrauchte Eigentumswohnungen;4107;2020_2;;
gebrauchte Eigentumswohnungen;4107;2020_3;;
gebrauchte Eigentumswohnungen;4107;2020_4;;
gebrauchte Eigentumswohnungen;4107;2021_1;;
gebrauchte Eigentumswohnungen;4107;2021_2;;
gebrauchte Eigentumswohnungen;4107;2021_3;;
gebrauchte Eigentumswohnungen;4107;2021_4;;
gebrauchte Eigentumswohnungen;4108;2000_1;;
gebrauchte Eigentumswohnungen;4108;2000_2;;
gebrauchte Eigentumswohnungen;4108;2000_3;;
gebrauchte Eigentumswohnungen;4108;2000_4;;
gebrauchte Eigentumswohnungen;4108;2001_1;;
gebrauchte Eigentumswohnungen;4108;2001_2;;
gebrauchte Eigentumswohnungen;4108;2001_3;;
gebrauchte Eigentumswohnungen;4108;2001_4;;
gebrauchte Eigentumswohnungen;4108;2002_1;;
gebrauchte Eigentumswohnungen;4108;2002_2;;
gebrauchte Eigentumswohnungen;4108;2002_3;;
gebrauchte Eigentumswohnungen;4108;2002_4;;
gebrauchte Eigentumswohnungen;4108;2003_1;;
gebrauchte Eigentumswohnungen;4108;2003_2;;
gebrauchte Eigentumswohnungen;4108;2003_3;;
gebrauchte Eigentumswohnungen;4108;2003_4;;
gebrauchte Eigentumswohnungen;4108;2004_1;;
gebrauchte Eigentumswohnungen;4108;2004_2;;
gebrauchte Eigentumswohnungen;4108;2004_3;;
gebrauchte Eigentumswohnungen;4108;2004_4;;
gebrauchte Eigentumswohnungen;4108;2005_1;;
gebrauchte Eigentumswohnungen;4108;2005_2;;
gebrauchte Eigentumswohnungen;4108;2005_3;;
gebrauchte Eigentumswohnungen;4108;2005_4;;
gebrauchte Eigentumswohnungen;4108;2006_1;;
gebrauchte Eigentumswohnungen;4108;2006_2;;
gebrauchte Eigentumswohnungen;4108;2006_3;;
gebrauchte Eigentumswohnungen;4108;2006_4;;
gebrauchte Eigentumswohnungen;4108;2007_1;;
gebrauchte Eigentumswohnungen;4108;2007_2;;
gebrauchte Eigentumswohnungen;4108;2007_3;;
gebrauchte Eigentumswohnungen;4108;2007_4;;
gebrauchte Eigentumswohnungen;4108;2008_1;;
gebrauchte Eigentumswohnungen;4108;2008_2;;
gebrauchte Eigentumswohnungen;4108;2008_3;;
gebrauchte Eigentumswohnungen;4108;2008_4;;
gebrauchte Eigentumswohnungen;4108;2009_1;;
gebrauchte Eigentumswohnungen;4108;2009_2;;
gebrauchte Eigentumswohnungen;4108;2009_3;;
gebrauchte Eigentumswohnungen;4108;2009_4;;
gebrauchte Eigentumswohnungen;4108;2010_1;;
gebrauchte Eigentumswohnungen;4108;2010_2;;
gebrauchte Eigentumswohnungen;4108;2010_3;;
gebrauchte Eigentumswohnungen;4108;2010_4;;
gebrauchte Eigentumswohnungen;4108;2011_1;;
gebrauchte Eigentumswohnungen;4108;2011_2;;
gebrauchte Eigentumswohnungen;4108;2011_3;;
gebrauchte Eigentumswohnungen;4108;2011_4;;
gebrauchte Eigentumswohnungen;4108;2012_1;;
gebrauchte Eigentumswohnungen;4108;2012_2;;
gebrauchte Eigentumswohnungen;4108;2012_3;;
gebrauchte Eigentumswohnungen;4108;2012_4;;
gebrauchte Eigentumswohnungen;4108;2013_1;;
gebrauchte Eigentumswohnungen;4108;2013_2;;
gebrauchte Eigentumswohnungen;4108;2013_3;;
gebrauchte Eigentumswohnungen;4108;2013_4;;
gebrauchte Eigentumswohnungen;4108;2014_1;;
gebrauchte Eigentumswohnungen;4108;2014_2;;
gebrauchte Eigentumswohnungen;4108;2014_3;;
gebrauchte Eigentumswohnungen;4108;2014_4;;
gebrauchte Eigentumswohnungen;4108;2015_1;;
gebrauchte Eigentumswohnungen;4108;2015_2;;
gebrauchte Eigentumswohnungen;4108;2015_3;;
gebrauchte Eigentumswohnungen;4108;2015_4;;
gebrauchte Eigentumswohnungen;4108;2016_1;;
gebrauchte Eigentumswohnungen;4108;2016_2;;
gebrauchte Eigentumswohnungen;4108;2016_3;;
gebrauchte Eigentumswohnungen;4108;2016_4;;
gebrauchte Eigentumswohnungen;4108;2017_1;;
gebrauchte Eigentumswohnungen;4108;2017_2;;
gebrauchte Eigentumswohnungen;4108;2017_3;;
gebrauchte Eigentumswohnungen;4108;2017_4;;
gebrauchte Eigentumswohnungen;4108;2018_1;;
gebrauchte Eigentumswohnungen;4108;2018_2;;
gebrauchte Eigentumswohnungen;4108;2018_3;;
gebrauchte Eigentumswohnungen;4108;2018_4;;
gebrauchte Eigentumswohnungen;4108;2019_1;;
gebrauchte Eigentumswohnungen;4108;2019_2;;
gebrauchte Eigentumswohnungen;4108;2019_3;;
gebrauchte Eigentumswohnungen;4108;2019_4;;
gebrauchte Eigentumswohnungen;4108;2020_1;;
gebrauchte Eigentumswohnungen;4108;2020_2;;
gebrauchte Eigentumswohnungen;4108;2020_3;;
gebrauchte Eigentumswohnungen;4108;2020_4;;
gebrauchte Eigentumswohnungen;4108;2021_1;;
